input_text,priority_binned,bug_resolution_time
Incorrect query count generated when query a paged result on entity that has a composite property,Medium,Medium-Term
Property Reference Exception when using IsLike or IsNotLike,Low,Long-Term
1.4.2.RELEASE is incompatible with Java 1.5,Low,Short-Term
PersistenceProvider enum should also match org.hibernate.jpa.HibernateEntityManager,High,Medium-Term
Repository initialization causes transaction rollback in CDI environments,Medium,Medium-Term
Insertion of NULL as ID despite using @SequenceGenerator,Medium,Long-Term
"JpaRepository.save() returned entity differs in Release 1.3.5 and 1.4.2 (using Hibernate, MS SqlServer)",Medium,Short-Term
Sonar build invalidly reporting no test coverage,Low,Long-Term
findAll(Iterable<ID> ids) not working on EclipseLink and Oracle,Medium,Long-Term
org.springframework.data.jpa.repository.Query is not supported org.hibernate.dialect.Oracle10gDialect (oracle 11g) true/false,Low,Long-Term
Fix incompatibilities with latest Hibernate 4.3 (CR2 currently),Medium,Long-Term
Cannot pass vararg when using @Query,Medium,Long-Term
Sort by property of an associated object generates inner join instead of left join with QueryDsl and Hibernate,Medium,Long-Term
#entityName SpEL does not match alias regex when detecting alias,Low,Short-Term
Unable to override JpaRepositoryFactory-created beans by name,Low,Long-Term
"COUNT syntax error when use scalar select (select a.b ,a.c from ...) with paging",Low,Long-Term
org.springframework.data.jpa.repository.Query is not supported varargs,Low,Medium-Term
Nested Id classes fail to populate in JpaMetamodelEntityInformation,Low,Long-Term
Spring Data 1.3.3+ paging COUNT query for embedded entity syntax error,Medium,Long-Term
Injection of repository into config classes with infrastructure components fails,Medium,Short-Term
ClasspathScanningPersistenceUnitPostProcessor throws IndexOutOfBoundsException on Windows,Low,Short-Term
Reference and Javadoc inconsistence - @Modifying.clearAutomatically default value,Low,Short-Term
Custom repository method doesn't parse OrderBy clause properly,Medium,Long-Term
Unnecessary OUTER JOIN are generated when sorting on ElementCollection,Medium,Medium-Term
Unnecessary OUTER JOIN are generated for querying one single table,Low,Long-Term
generatedAlias not incrementing correctly in generated query,Medium,Long-Term
CriteriaQuery caching causes problems with Hibernate's alias name generation in multithreaded environments,Medium,Long-Term
Spring Data ignores alternative EntityManager Producer in CDI environment,Low,Medium-Term
Spring-data-envers incompatible with QueryDSL,Medium,Long-Term
"Can't configure auditing using Java config, must use XML namespace",Medium,Short-Term
ConcurrentModificationException in find method,Medium,Long-Term
Native select...in() retrieving general object instead of the object type,Medium,Long-Term
Count queries should be issued without ORDER BY clause,Low,Short-Term
Not specifying the ASC clause results in a double ORDER BY clause,Medium,Long-Term
NullPointerException for manually defined queries with multiple named like expressions,Low,Short-Term
Calculation of total number of elements when using DISTINCT clause is incorrect: not counting NULL,Low,Long-Term
Page returns false for isFirstPage even if getTotalElements() is of 0 value,Low,Long-Term
Improve SimpleJpaRepository.delete(ID id) by removing superfluous call to exists(…).,Low,Short-Term
Parameter used in % LIKE expression is changed for whole query,Low,Long-Term
AuditableUserSample Test Failure in spring-data-jpa-examples GitHub project,Low,Long-Term
@Lock annotation doesn't work on (at least) findOne method,Low,Short-Term
class QUser referenced in QueryDsl Repository unit tests not found,Low,Long-Term
query from method name while using @mapsId and Mysql seems to be broken,Medium,Long-Term
New LIKE expression handling breaks backward compatibility,Medium,Long-Term
The H2 database needs a quoted name parameter in a @Query annotation,Medium,Long-Term
ClasspathScanningPersistenceUnitPostProcessor does not resolve mapping files properly,Medium,Long-Term
SimpleJpaQuery validates count queries to aggressively,Medium,Short-Term
Improve query validation by creating explicit EntityManager instance,Low,Short-Term
Spring Data 1.2 -> 1.3 migration causing Spring context error ,Medium,Long-Term
@IdClass of @MappedSuperclass is not supported,Medium,Long-Term
Save doesn't do merge when object contains associations that are already in DB,Low,Long-Term
Sort by property of an associated object doesn't work. Join type should be LEFT OUTER JOIN for sorting on associated objects.,Medium,Long-Term
subselect bug introduced in the snapshot on 20130507,Low,Short-Term
Wrong calculation of total number of elements when using DISTINCT clause,Low,Long-Term
New LIKE expression handling breaks backward compatibility,Medium,Long-Term
Since upgrade to spring data 1.3.0 cannot start application,Medium,Medium-Term
Release 1.3.1 breaks auditing,High,Short-Term
Repository injection fails if BeanPostProcessor depends on repository,Low,Medium-Term
Can not override @SequenceGenerator for id field,Medium,Long-Term
findAll(ids) throws SQL grammar exception when given an empty collection,Low,Short-Term
@EnableJpaRepositories activates exception translation for @Repository classes not in basePackages,Low,Medium-Term
"When property in embedded object is null, it still use equals(=) to compare",Low,Long-Term
Sorting using Specification does not use left join,Medium,Long-Term
StackOverflowError when searching in repository from AuditorAware,Medium,Long-Term
JpaQueryLookupStrategy ignores targetEntity attribute of ManyToOne,Low,Medium-Term
org.springframework.data.repository.support.Repositories doesn't find RepositoryFactoryInformation beans when using @EnableJpaRepositories,Medium,Long-Term
Error occurred during deployment: Exception while preparing the app : Could not resolve a persistence unit corresponding to the persistence-context-ref-name [org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean/entityManager],Medium,Long-Term
QueryDSL 3.0.0 support,Low,Medium-Term
JpaRepository interface should have @NoRepositoryBean,Low,Medium-Term
Allow building against Hibernate 4,Low,Short-Term
java.io.NotSerializableException when using in Jboss with custom repository,Medium,Long-Term
XML Schema Validation errors in STS,Low,Medium-Term
Inconsistent behavior for JSR 303 method validation,Medium,Medium-Term
Getting IdMetadata in with Datanucleus Provider for single ID attribute that's not a String or primitive results in an IllegalArgumentException,Medium,Long-Term
Implicit super constructor QueryDslRepositorySupport() is undefined for default constructor. Must define an explicit constructor,Medium,Long-Term
Code doesn't compile with JDK 6 due to generic method signature,Low,Long-Term
@PreUpdate of AuditingEntityListener not fired,Medium,Long-Term
Make public AbstractPersistable#setId(PK),Medium,Short-Term
@Transactional (AspectJ) and @Configurable not weaved for @Entity if this @Entity is managed by a JpaRepository ,Medium,Long-Term
org.postgresql.util.PSQLException: ERROR: arguments of row IN must all be row expressions,Medium,Short-Term
Sort does not support case insensitive sorting ,Low,Long-Term
Count query doesn't take into account the distinct property of target query,Medium,Short-Term
OneToOne annotation not recognized as an association,Low,Short-Term
JpaRepository hierarchy defines multiple findAll() [no arg] methods which sucks when proxied using javassist (version ~ 3.15),Low,Long-Term
NullPointerException in unit test,Low,Long-Term
Spring Data JPA 1.2 does not work with Spring 3.2,High,Short-Term
Pagination does not work with eager fetch with Specification,Low,Long-Term
Pageable sorting by join property excludes null matches with Specifications,Medium,Long-Term
Count not correct when using composite Primary Keys,Medium,Long-Term
Failing unit tests,Low,Long-Term
Composite Primary Key Class With Foreign Key using IdClass results in TypeMismatchException,Medium,Long-Term
LockModePopulatingMethodInterceptor leak causes OutOfMemoryError: PermGen space,Medium,Short-Term
" SimpleJpaRepository.exists(ID) fails, if ID is an composite key",Medium,Long-Term
Fix dependency setup in 1.1.x branch,Low,Short-Term
Clarify JavaDoc of the countQuery attribute in @Query,Low,Short-Term
Default Spring Data JPA RELEASE versions depend on spring-core SNAPSHOT versions ,Medium,Medium-Term
Calls on Repository Methods with Pageable parameters fail when using horizontal partitioning (eclipseLink),Medium,Long-Term
@EnableJpaRepositories doesn't initiate scan for repositories unless @CompenenScan is also used,Low,Medium-Term
Result of Specifications.not(..) produces wrong Specification when combined directly with other Specifications,Medium,Short-Term
Pageable sorting by join property excludes null matches,Medium,Long-Term
1.2 RC1 documentation has a few errors,Low,Long-Term
nativeQuery attribute not available in 1.1.1,Low,Short-Term
Query Method extract JPQL from NamedQuery,Low,Medium-Term
Sorting of paginated results is not working when Querydsl is used ,Medium,Short-Term
Spring Data has a dependency range for Spring TX which triggers it to download a build snapshot version,Medium,Short-Term
Maven POM file causes SNAPSHOT downloads to occur,Low,Short-Term
"Issue with ""adding custom behaviour to all repositories"" in spring data jpa",Low,Short-Term
Parameter binding in SimpleJpaRepository.findAll(Iterable<ID> ids) fails for non-Lists,Medium,Short-Term
spring-data-jpa 1.1.0.RELEASE pulls in spring-core 3.2.0.M1,Low,Short-Term
Misleading Exception when @Query is not valid,Low,Long-Term
"Page 1 of 1 containing UNKNOWN instances when findByUserNameLike(String userName,Pageable pageable)",Low,Short-Term
"<jpa:repositories base-package=""..."" /> hides legacy @Repository annotated beans",Medium,Short-Term
"CrudRepository's ""save"" operation commits transaction even if Service does rollback",Medium,Short-Term
Spring Data JPA fails to invoke JtaTransactionManager,Low,Long-Term
"With more than one persistence units, deploy to JBoss AS 7.1.1 error with java.lang.IllegalArgumentException: JBAS011470: Persistence unitName was not specified and there are 2 persistence unit definitions",Low,Long-Term
reference to save(Iterable) is ambiguous when using JpaRepository,Medium,Long-Term
JpaQueryExecution started to throw NullPointerException if pageable is null,Low,Short-Term
MergingPersistenceUnitManager potentially adds classes multiple times,Medium,Short-Term
Typos in log message when named query is used with a Pageable,Low,Medium-Term
Spring Data JPA 1.1.0.RC1 references SNAPSHOT dependency spring-data-commons-core-1.3.0.BUILD-SNAPSHOT,Low,Long-Term
StackOverflowError during query parsing if repository method does nots match with a property,Medium,Long-Term
SimpleJpaRepository.delete(ID id) should validate entity/record existance prior to issue delete command.,Low,Long-Term
Query parameter didn't take effect,Low,Short-Term
Spring Data makes spring unable to find JAXRS's @Provider,Low,Long-Term
Documentation error converters on ConversionServiceFactoryBean takes Set not List,Low,Medium-Term
JPA Repository can get typing of @Query annotated findXXX methods wrong,Medium,Long-Term
Can't install 1.1.0.RC1 from maven,Low,Short-Term
Cannot Order on entity field,Low,Long-Term
"spring-data-jpa in maven repository is by zip file, after it's retrieved to local and compile I got a project build error: 'dependencies.dependency.version' for org.springframework.data:spring-data-jpa:zip is missing.",Low,Short-Term
Camel Case Problem in OrderBy Clause,Low,Long-Term
Spring Data- JPA Schema validation error in STS,Low,Long-Term
Sort with aggregate properties results in an invalid alias being generated and added to the query,Medium,Long-Term
Spring Data Commons Core conflict with latest Spring Data JPA and Mongo,Medium,Long-Term
Invalid count query generated when using Pageable and NamedQuery with existing order by,Medium,Long-Term
JpaMetamodelEntityInformation cannot deal with mapped superclasses,Medium,Short-Term
"When specifying <jpa:repositories... in the XML configuration file, one gets the message ""Problem loading NamespaceHandler for 'http://www.springframework.org/schema/data/jpa'.""",Low,Long-Term
MergingPersistenceUnitManager doesnt work with Spring 3.1.0 DefaultPersistenceUnitManager,Medium,Long-Term
deleteAll() - generated bulk delete queries do not respect cascade delete,Medium,Long-Term
"Sorting properties can not be named strings that are the keys of the database,such as 'type'，'name'...",Low,Long-Term
"Sorting properties can not be named strings that are the keys of the database,such as 'type、'，''",Low,Short-Term
Super interface can not return a collection <T>,Medium,Short-Term
"Query parameter is null,it still use equals(=) to compare",Medium,Long-Term
@OneToOne mappings in AbstractAuditable should rather be @ManyToOne ones,Medium,Long-Term
java.lang.NoSuchMethodError when a BooleanBuilder is passed as an argument to findAll method,Medium,Short-Term
jpa:repositories changes @Repository objects into proxies. Autowiring fails,Medium,Long-Term
The SimpleJpaRepository's deleteAll() should not call em.clear().,Medium,Medium-Term
Error identifying 'alias' when the entity's name has numbers,Medium,Medium-Term
Cannot compare field oid of type long to value of type java.lang.Comparable,Medium,Medium-Term
@QueryHints not working without @Query,Low,Medium-Term
Invalid use of part.getProperty().toDotPath() in JpaQueryCreator,Medium,Medium-Term
Pageable parameter in custom @Query method does not work.,Medium,Long-Term
Sort order inside Pageable is not respected on PartTree generated queries,Medium,Short-Term
JpaEntityInformationSupport.getMetadata(...) swallows exception indicating the domain class not being found in the metamodel,Medium,Medium-Term
"When a Pageable query is run multiple times, a NoSuchElementException happens",Medium,Short-Term
Could not resolve a persistence unit corresponding to the persistence-context-ref-name [org.springframework.data.jpa.repository.support.QueryDslRepositorySupport/entityManager],Medium,Long-Term
"QueryDslPredicateExecutor using wrong Entity name in query if @Entity(name = ""SomeOtherName"") is used",Medium,Long-Term
find-Method throws exception when a group-by-clause is used,Low,Long-Term
OSGI Manifest is not created,Low,Long-Term
"Cannot resolve javax.annotation;version=""[1.3.0,2.0.0)"" on Virgo Tomcat Server",Low,Medium-Term
Count query for manually declared queries (either @Query or NamedQuery) get pagination applied,Medium,Short-Term
An interface like the JpaRepository with finder methods only,Low,Medium-Term
Add @Transactionnal (or remove readonly=true) for save method,Low,Short-Term
Missing specific spring-data package import in template.mf,Low,Medium-Term
AuditingEntityListener problem with determining if entity is new,Medium,Medium-Term
create-if-not-found lookup strategy will not create method sometime...,Low,Long-Term
Automatically generated queries do not use bind variables for numeric parameters,Medium,Long-Term
No persistence exception translators found in bean factory.,Medium,Long-Term
spring-data-jpa should have querydsl as an optional package import in OSGi headers,Low,Medium-Term
"Throw exception if QueryDslJpaRepository#findAll(Predicate predicate, Pageable pageable) returns no result and parameter pageable is null",Medium,Short-Term
Persistable.isNew is not used by JpaPersistableEntityInformation,High,Medium-Term
M2 included some API changes that the spring data show case is incompatible with,Low,Medium-Term
Compatibility issue with Google AppEngine?,Medium,Long-Term
ClassCastException on getReturnedDomainClass for parametrized types,Medium,Long-Term
Using named queries fails for methods not returning an entity,Medium,Medium-Term
custome repository support in spring-data-jpa - broken or dropped?,Low,Long-Term
Junit dependency has the compile scope ,Low,Medium-Term
Querying for a page invalidly calculates total number of pages for query methods,High,Short-Term
Creating queries from method names with IsNull and IsNotNull is broken,Medium,Short-Term
transaction-manager-ref namespace attribute not propagated into bean configuration,Medium,Short-Term
Repository findOne method throws Exception with Oracle,Low,Short-Term
Problem with using org.springframework.data.jpa.domain.sample.User with Oracle,Low,Medium-Term
Jenkinsbuild is broken due to org.jetbrains.annotations.NotNull annotations.,Low,Short-Term
Query does not work with IN query and enums,Low,Short-Term
Entity being demanded an exists property which seems related to QueryByExampleExecutor,High,Medium-Term
Query.with(Pageable) does not properly combine sorts,Low,Short-Term
Add having and groupBy to Criteria  API,Low,Short-Term
Repository does not save nested entities starting from third level,High,Long-Term
LessThanEqual renders ligature instead of operator in reference documentation,Low,Long-Term
NamedParameterJdbcTemplate + Null parameters = Bad performance,Medium,Medium-Term
Generated sql for Postgres is problematic ,Medium,Long-Term
Using transient properties in constructor fail with Required property … not found for class,Low,Long-Term
Convert identity value object to SQL type with custom converter in Finding and Deletion by property path.,Low,Long-Term
generated wrong sql,Low,Long-Term
Fix failing Oracle integration test due to the database not being ready,Low,Short-Term
Derived delete query throws IncorrectResultSetColumnCountException,Medium,Short-Term
QueryMapper fails when using Criteria.from(…) with two or more criteria,Low,Short-Term
DialectResolver does not resolve MySqlDialect for MariaDB,Low,Long-Term
JdbcDialectResolver does not work with Oracle,Medium,Short-Term
"""PSQLException: ERROR: FOR UPDATE must specify unqualified relation names"" when calling deleteById for an aggregate with references to other tables",High,Medium-Term
withId seems to be mandatory even the documentation states it should be optional,Low,Medium-Term
Spring boot application breaks after upgrade to Neumann-RELEASE,Low,Long-Term
Version 2.0 broke MyBatis support,Low,Short-Term
CriteriaFactory double-wraps collection values for IN queries,Medium,Long-Term
Locks do not work for DB2.,Low,Short-Term
The sorting property might be set as the property name.,Medium,Short-Term
Derived query existsByToken throws exception when entity doesn't exists,High,Medium-Term
LocalDate and MySql,Low,Short-Term
Add BasicJdbcConverter constructor with IdentifierProcessing,Low,Short-Term
Fix findByFirstnameLike @Query example in README,Low,Short-Term
Insert fails with Spring Data 2.0 M4 but works with Spring Data1.1.x,Medium,Long-Term
Trying to set ids returned from the database should not cause an exception if no such property is present.,Low,Long-Term
Quoting all database identifiers breaks queries to tables in custom schema,High,Short-Term
Travis Build is broken for branch 1.0.x,Low,Short-Term
Date related tests in JdbcRepositoryIntegrationTests fail with Java 11,Low,Short-Term
Correct reference docs.,Low,Medium-Term
Immutable entity class vs optimistic locking: version-field not incremented by save(),Low,Short-Term
MySql doesn't return rows matched by update but rows actually changed by update,Low,Short-Term
`repository.save()` returns duplicate child-elements (at least w/ postgresql),Low,Short-Term
Strange char at end of record after writing / reading from DB,Low,Short-Term
NamingStrategy: Documentation referencing wrong ReverseColumnName method,Low,Short-Term
Spring Data JDBC does not consider properly strict configuration mode,Medium,Short-Term
CONTRIBUTING.adoc is missing,Low,Short-Term
@ReadOnlyProperty is not honoured by Spring Data JDBC,Low,Medium-Term
EntityRowMapper can not extract AggregateReference field for immutable entity,Medium,Medium-Term
Unable to (explicitly) close ResultSet via SqlRowSet,Medium,Short-Term
Saving an aggregate with null embeddable referencing an entity fails,Low,Long-Term
"Fix the handling of the ""Created"" auditing columns",Low,Short-Term
Custom value type can't be used as Id,Low,Long-Term
Beginning with the RC for Moore Javadoc doesn't get published anymore,High,Short-Term
NOT IN doesn't get redered correctly,Low,Short-Term
Unresolved directives in Docs,Medium,Medium-Term
the genereated AS in table alias not supported  in Oracle,Medium,Medium-Term
Can not use custom converter for LocalDate,Low,Medium-Term
Auditing never considers an instance as new if the id is set in a listener.,Low,Medium-Term
Using backticks in column names leads to failure during INSERT with MySQL,Low,Long-Term
IllegalArgumentException: JdbcValue must be not null at this point,Low,Long-Term
Can't set attribute of embeddable with only a constructor for arguments,Low,Medium-Term
Repository#findAll() method don't work with 1:n relation,Medium,Long-Term
Embedded null-object are not allowed,Low,Long-Term
JdbcCustomConversions not applied to primary key on lookup,Medium,Long-Term
One to many relashionship in aggregated child gets mapped incorrectly when retrieving it from database with spring-data-jdbc,Low,Long-Term
SelectBuilder (SelectAndFrom) does not override from(String),Low,Medium-Term
HSQLDB integration tests fail when the MSSQL database is used,Low,Medium-Term
INSERT and UPDATE statement assignments contain table prefix,Low,Short-Term
How to escape case sensitive identifiers?,Medium,Medium-Term
JdbcRepositoryConfigExtension looks up beans before they get registered,Low,Short-Term
Fix accidentially broken API,Low,Short-Term
ID of one-to-many relationship not properly converted,Medium,Long-Term
SqlGeneratorSource needs thread safety,Low,Medium-Term
using auditing (CreatedDate) on immutable bean having a wither has no effect,Low,Long-Term
Kotlin One-to-many relationship fails,Low,Medium-Term
ID in where clauses doesn't properly considers the NamingStrategy,Low,Short-Term
Nested data structure with Spring Data JDBC,Medium,Long-Term
Mapping OneToOne relationship broken for immutable entities & PostgreSQL,Medium,Short-Term
AggregateChange.setId requires an ID-attribute for List elements.,Low,Long-Term
"Unable to save entity when using @Column(keyColumn=""..."")",Low,Medium-Term
Creating entity via constructor assumes child properties are nested entities,Low,Long-Term
Fix Jdbc configuration to support multiple stores,Medium,Short-Term
"Referenced entity in one to one relationship requires an id, which it shouldn't",Low,Long-Term
SqlGenerator.createInsertSql creates wrong SQL for empty column list,Low,Short-Term
SimpleRepository doesn't return the instance returned by the underlying template,Low,Short-Term
Entity instantiation via constructor doesn't seem to work,Low,Short-Term
Manually generated ID doesn't get passed on to dependent entities,Low,Short-Term
Collection in OneToOne relation creates wrong SQL,Low,Long-Term
Using @EnableJdbcRepositories and extending JdbcConfiguration causes duplicate bean registrations,Medium,Short-Term
JdbcRepositoryFactory.getEntityInformation must not return null,Low,Short-Term
@Query doesn't work with Spring Boot 2,High,Short-Term
Collection like properties of entities without id property need special handling,Medium,Long-Term
Cannot set createdDate and createdAt on primitive @Id,Low,Short-Term
Fix Travis build,Low,Short-Term
Repository.save is doing an update (for @Id String) instead of an insert  ,Low,Long-Term
The QueryAnnotationHsqlIntegrationTests#executeCustomQueryWithReturnTypeIsDate is failed at sometimes,Low,Long-Term
running integration-tests against specific db causes errors for *HsqlIntegrationTests,Low,Short-Term
AfterCreation doesn't get triggered. EventPublishingRowMapper is not used.,Low,Short-Term
Namingstrategy gets applied inconsistent for writes and selects,Low,Short-Term
Add better test for delete logic with multi level references,Low,Long-Term
JdbcEntityWriter tries to navigate into HashMap$Node.next,Low,Medium-Term
NamingStrategy not used when retrieving from the database,Medium,Short-Term
Link from main site leads to 404 error,Medium,Long-Term
NPE is occurred when CrudRepository.deleteById is failed,Medium,Short-Term
Cannot share the SqlSession instance into same transaction,High,Long-Term
Occurred an error when entity save using MyBatis batch mode & auto generated key,Medium,Long-Term
Implementing Persistable doesn't work as expected,Low,Long-Term
Mybatis doesn't allow ids containing dots,Low,Long-Term
Aggregate joins have a mistaken assumption,Low,Long-Term
JdbcRepositoryFactoryBean must be restructured to support other Spring modules,Medium,Medium-Term
Name of backreference on insert doesn't use NamingStrategy,Low,Short-Term
NamingStrategy causes failure when saving entities,Low,Short-Term
wrong use of columnName in JdbcMappingContext,Low,Long-Term
Fails when MyBatis is not in the classpath,Low,Short-Term
"findById never returns Empty, but throws an exception instead.",Low,Medium-Term
Fix broken tests with other databases,Low,Long-Term
namedparameterjdbctemplate issue,High,Short-Term
Adapt to API changes in Commons (moving away from Optional),Low,Medium-Term
DefaultMessageListenerContainer with AqJmsFactoryBeanFactory ends up calling commit twice,Medium,Long-Term
JdbcTemplate exceeds maximum cursors during update in single transaction,Low,Long-Term
JdbcRetryException on Propagation.REQUIRED,Medium,Long-Term
Update Querydsl to latest version 3.6.9,Low,Short-Term
OracleXmlHandler.getXmlAsString throws NPE instead of returning null,Low,Long-Term
XmlMessageListenerContainer ignores message selector.,Low,Long-Term
"OneToManyResultSetExtractor cannot be reused unless you override ""extractData""",Low,Long-Term
Allow custom type mappings in QueryDslJdbcTemplate,Medium,Long-Term
SqlReturnStruct NPE when plsql function returns null,Medium,Long-Term
"i use jdbcTemplate save clob data,then throws Invalid argument value: java.io.NotSerializableException",Low,Long-Term
Spring Data JDBC Extensions - function call with Oracle type,High,Long-Term
Missing system property placeholder resolving in orcl:pooling-data-source,Low,Long-Term
Minor Spelling Mistake in Documentation.,Low,Long-Term
AdtMessageListenerContainer doesn't support durable named consumer.,Medium,Long-Term
JmsTemplate is unaware of shared local transaction,Medium,Long-Term
"QueryDslJdbcTemplate#queryForObject(SQLQuery, ExpressionBase<T>) should accept Expression<T> as 2nd param",Low,Long-Term
SimpleJdbcInsert.executeAndReturnKey    can not cast [java.lang.String] to [java.lang.Number],High,Long-Term
Missing Import-Package lines in OSGi manifest,Low,Medium-Term
SQLQuery with QueryDslJdbcTemplate returns NullPointerException,High,Short-Term
Incorrect output of big numbers when using NamedParameterJdbcTemplate.queryForLong,Medium,Long-Term
Transaction issues with JDBC calls + AQ,High,Long-Term
JDBC connection leak on JDBC pool when using Oracle AQ in combination with DefaultMessageListenerContainer,High,Long-Term
SqlCall calculates the number of input parameters wrong,Medium,Medium-Term
Accessing Timestamp field from SQLite db using JdbcTemplate ,High,Long-Term
Bidirectional RelationshipProperties persist ends up in StackOverflow.,High,Short-Term
Neo4jEvaluationContextExtension breaks bean overriding setup,Low,Short-Term
Identify multiple dynamic relationships to the same Class correctly.,Low,Short-Term
More than one level of relationships does not map correctly,Medium,Short-Term
Spring-Data-Neo4j is not able to load immediate connections,High,Short-Term
Delete removed dynamic relationships with properties.,Medium,Short-Term
"Don't add same, abstract base class multiple times to schema.",Low,Short-Term
Write dynamic relationship types for relationship with properties.,High,Short-Term
"Support abstract, generic base classes for relationship properties.",High,Short-Term
String based queries with ORDER BY parameters are not working,Medium,Short-Term
Spring Data Neo4J 6.0.1 Doc returns 404 not found,Low,Short-Term
Avoid redundant statement creation for bidirectional relationships.,Medium,Short-Term
Improve support for methods returning Slice. ,High,Medium-Term
Fix link to Spring Framework's conversion service.,Low,Short-Term
Derived finder for same type creates wrong query,Medium,Short-Term
Entity Mapping not working in Spring Boot 2.4,High,Medium-Term
Second-level relationship fetching via @RelationshipProperties breaks,Low,Short-Term
Generated query doesn't honor relationship direction,Medium,Short-Term
Objects beyond second level of hierarchy are not retrieved via ReactiveNeo4jRepository,Medium,Short-Term
Should not DELETE relationships on SAVE for new nodes,Low,Medium-Term
Make derived queries target the correct path with multiple relationships to the same target node.,Low,Short-Term
Section hightlighting in the current reference documentation is mostly broken,Low,Short-Term
SDN/RX @Query is not populating dynamic relationships,Low,Short-Term
Make consistent use of mayBeReadWrite for deciding to clear the session or not.,Medium,Long-Term
Adapt to changed test behavior in Spring Framework 5.3 RC2.,Low,Short-Term
Add reactive DataNeo4jAuditing support.,Low,Long-Term
new Spring Data Neo4j 6.0 artifact is not found,Low,Long-Term
Update outdated chapter about testing.,Low,Medium-Term
Use the correct domain type before creating DTO projections.,Low,Short-Term
Upgrade to Neo4j-OGM 3.2.17.,Low,Short-Term
Create correct target collection type for relationship with properties.,High,Short-Term
ClassCastException when writing scalar relationship properties field,High,Short-Term
Support [At]TargetNode properties in persistence constructors.,Medium,Medium-Term
Mapper does not respect existing objects,High,Short-Term
FindByExample only returns root node,Medium,Medium-Term
Fix included OGM docs.,High,Short-Term
"""An equivalent constraint already exists"" on startup after upgrading to Neo4j 4.",Medium,Long-Term
Unable to deleteById using a UUID,Low,Short-Term
Apply possible conversions for ids during delete.,Medium,Short-Term
Incoming relationships are not treated correctly when using custom queries.,Medium,Short-Term
Finder fails when more than one relationship hop involved,Medium,Long-Term
"Neo4jMappingContext's use of MetaData.persistentEntities() results in non-entity classes being added as persistent entities, which in turn results in an illegal reflective access warning",Low,Long-Term
Issue with EnumConverter String ==> Enum,High,Long-Term
Neo4j throwing exception on all queries,High,Long-Term
"AnnotationInfo fails on package private, unrelated annotations.",Medium,Long-Term
Support generated ids in derived finder methods.,Low,Short-Term
Upgrade to Neo4j OGM 3.2.4.,Low,Short-Term
Explicitly Pass READ_ONLY mode to Session.query.,High,Long-Term
Don't rely on Neo4j-OGM failing with NPE in tests.,Low,Short-Term
Fix invalid class lookup for @QueryResults.,Low,Long-Term
Kotlin + JDK 12: Illegal reflective access by org.springframework.util.ReflectionUtils to java.lang.Enum,Low,Long-Term
Mapping Context not flushed even though node attributes changed.,High,Long-Term
Lack of named count queries support,Low,Long-Term
Concurrency issues with EntityAccessManager.getRelationalWriter,High,Long-Term
Improve fallback IsNewStrategy.,Medium,Long-Term
Your project spring-projects/spring-data-neo4j is using buggy third-party libraries [WARNING],Low,Long-Term
NPE at org.neo4j.ogm.metadata.MetaData.entityType,Medium,Long-Term
Custom IdStrategy does not work with Auditing's Neo4jIsNewStrategy,Low,Long-Term
@Query annotated methods cannot deal with Optional return values,Low,Long-Term
Fix class loading leak with custom QueryResults.,High,Short-Term
Saving two entities with a relationship and UUID as id results in exception,High,Long-Term
Custom query with Pagination requires to add Count query,High,Long-Term
Recognize not only internal ids as id properties.,Medium,Medium-Term
Fix ClassCastException during instantiation from results containing arrays.,Low,Long-Term
Make SDN 5.1.1 compatible with Spring 5.0.x again.,Low,Medium-Term
MappingException after startup,Medium,Long-Term
Fix resolution of implicitly named parameters on Repository queries.,Low,Long-Term
Ignore result of stored procedures when repository method returns void.,Low,Medium-Term
Fix possible ArrayIndexOutOfBoundsException in MetaDataDrivenConversionService during startup.,Low,Short-Term
Application fails to start with multiple ConversionServices,High,Short-Term
Support for Registering Procedures with @DataNeo4JTest,Medium,Long-Term
Support @UseBookmark in composed annotations.,Medium,Medium-Term
Allow query methods to return single components of a result set for supported types,Low,Medium-Term
Neo4jRepositories don't work with multiple Neo4j instances,Medium,Long-Term
Not valid entity class in spring injection context,High,Medium-Term
Updated Relationships don't get removed,Medium,Long-Term
Neo4jTransactionManagerTests creates fixture violating Session.beginTransaction() contract,Low,Short-Term
Page Totals Are Incorrect When Changing Page Size,Low,Long-Term
HttpMessageNotWritableException when hitting resource endpoints,Medium,Long-Term
System.out in productive code,High,Short-Term
EnableNeo4jRepositories.sessionFactoryRef is ignored / not implemented,Medium,Long-Term
Error in OgmEntityInstantiatorAdapter when ConversionService is requested ,Low,Short-Term
Cyclic bean instantiation when using EnableNeo4jAuditing with SpringBoot,Medium,Short-Term
Avoid dependency to OGM 3.1.0,Low,Short-Term
Upgrade to Neo4j OGM 3.0.3,Low,Short-Term
Upgrade to Neo4j OGM to 2.1.6 in 4.2.x branch,Low,Short-Term
Unable to persist objects which contain a string that has JSON reserved or restricted characters,High,Long-Term
Defining depth seems to have no effects when executing any find* method,Medium,Long-Term
missing artifacts for neo4 5.0.0 or wrong doc,Low,Medium-Term
Read only transaction may replace all bookmarks with nothing,High,Long-Term
Unnecessary verbose logging when transaction fail to start,Low,Short-Term
